-96[dB],-95[dB],-94[dB],-93[dB],-92[dB],-91[dB],-90[dB],-89[dB],-88[dB],-87[dB],-86[dB],-85[dB],-84[dB],-83[dB],-82[dB],-81[dB],-80[dB],-79[dB],-78[dB],-77[dB],-76[dB],-75[dB],-74[dB],-73[dB],-72[dB],-71[dB],-70[dB],-69[dB],-68[dB],-67[dB],-66[dB],-65[dB],-64[dB],-63[dB],-62[dB],-61[dB],-60[dB],-59[dB],-58[dB],-57[dB],-56[dB],-55[dB],-54[dB],-53[dB],-52[dB],-51[dB],-50[dB],-49[dB],-48[dB],-47[dB],-46[dB],-45[dB],-44[dB],-43[dB],-42[dB],-41[dB],-40[dB],-39[dB],-38[dB],-37[dB],-36[dB],-35[dB],-34[dB],-33[dB],-32[dB],-31[dB],-30[dB],-29[dB],-28[dB],-27[dB],-26[dB],-25[dB],-24[dB],-23[dB],-22[dB],-21[dB],-20[dB],-19[dB],-18[dB],-17[dB],-16[dB],-15[dB],-14[dB],-13[dB],-12[dB],-11[dB],-10[dB],-9[dB],-8[dB],-7[dB],-6[dB],-5[dB],-4[dB],-3[dB],-2[dB],-1[dB], 0[dB],CLIP
0x0084,0x0095,0x00a7,0x00bb,0x00d2,0x00ec,0x0109,0x0129,0x014d,0x0176,0x01a4,0x01d7,0x0208,0x0228,0x024d,0x0275,0x02a3,0x02d6,0x0308,0x0328,0x034c,0x0374,0x03a2,0x03d5,0x0407,0x0427,0x044b,0x0474,0x04a1,0x04d4,0x0506,0x0526,0x054a,0x0573,0x05a0,0x05d3,0x0606,0x0626,0x064a,0x0672,0x069f,0x06d2,0x0705,0x0725,0x0749,0x0771,0x079e,0x07d1,0x0804,0x0824,0x0848,0x0870,0x089d,0x08cf,0x0904,0x0924,0x0947,0x096f,0x099c,0x09ce,0x0a03,0x0a23,0x0a46,0x0a6e,0x0a9b,0x0acd,0x0b03,0x0b22,0x0b46,0x0b6d,0x0b9a,0x0bcc,0x0c02,0x0c21,0x0c45,0x0c6d,0x0c99,0x0ccb,0x0d01,0x0d21,0x0d44,0x0d6c,0x0d98,0x0dca,0x0e01,0x0e20,0x0e43,0x0e6b,0x0e97,0x0ec9,0x0f00,0x0f1f,0x0f43,0x0f6a,0x0f96,0x0fc8,0x0fff,0x1fff
